Result Log

Run 0
1640	33.0	33
1660	33.0	33
1680	33.0	33
1700	33.0	33
1720	33.0	33
1740	33.0	33
1760	33.0	33
1780	33.0	33
1800	33.0	33
1820	33.0	33
1840	33.0	33
1860	33.0	33
1880	33.0	33
1900	33.0	33
1920	33.0	33
1940	33.0	33
1960	33.0	33
1980	33.0	33
2000	33.0	33
2020	33.0	33
2040	33.0	33
2060	33.0	33
2080	33.0	33
Run 3
100	33.0	33
120	33.0	33
140	33.0	33
160	33.0	33
180	33.0	33
200	33.0	33
220	33.0	33
240	33.0	33
260	33.0	33
280	33.0	33
300	33.0	33
320	33.0	33
340	33.0	33
360	33.0	33
380	33.0	33
400	33.0	33
420	33.0	33
440	33.0	33
460	33.0	33
480	33.0	33
500	33.0	33
520	33.0	33
540	33.0	33
560	33.0	33
580	33.0	33
600	33.0	33
620	33.0	33
640	33.0	33
660	33.0	33
680	33.0	33
700	33.0	33
720	33.0	33
740	33.0	33
760	33.0	33
780	33.0	33
800	33.0	33
820	33.0	33
840	33.0	33
860	33.0	33
880	33.0	33
900	33.0	33
920	33.0	33
940	33.0	33
960	33.0	33
980	33.0	33
1000	33.0	33
1020	33.0	33
1040	33.0	33
1060	33.0	33
1080	33.0	33
1100	33.0	33
1120	33.0	33
1140	33.0	33
1160	33.0	33
1180	33.0	33
1200	33.0	33
1220	33.0	33
1240	33.0	33
1260	33.0	33
1280	33.0	33
1300	33.0	33
1320	33.0	33
1340	33.0	33
1360	33.0	33
1380	33.0	33
1400	33.0	33
1420	33.0	33
1440	33.0	33
1460	33.0	33
1480	33.0	33
1500	33.0	33
1520	33.0	33
1540	33.0	33
1560	33.0	33
1580	33.0	33
1600	33.0	33
1620	33.0	33
1640	33.0	33
1660	33.0	33
1680	33.0	33
1700	33.0	33
1720	33.0	33
1740	33.0	33
1760	33.0	33
1780	33.0	33
1800	33.0	33
1820	33.0	33
1840	33.0	33
1860	33.0	33
1880	33.0	33
1900	33.0	33
1920	33.0	33
1940	33.0	33
1960	33.0	33
1980	33.0	33
2000	33.0	33
2020	33.0	33
2040	33.0	33
2060	33.0	33
2080	33.0	33
Run 4
100	33.0	33
120	33.0	33
140	33.0	33
160	33.0	33
180	33.0	33
200	33.0	33
220	33.0	33
240	33.0	33
260	33.0	33
280	33.0	33
300	33.0	33
320	33.0	33
340	33.0	33
360	33.0	33
380	33.0	33
400	33.0	33
420	33.0	33
440	33.0	33
460	33.0	33
480	33.0	33
500	33.0	33
520	33.0	33
540	33.0	33
560	33.0	33
580	33.0	33
600	33.0	33
620	33.0	33
640	33.0	33
660	33.0	33
680	33.0	33
700	33.0	33
720	33.0	33
740	33.0	33
760	33.0	33
780	33.0	33
800	33.0	33
820	33.0	33
840	33.0	33
860	33.0	33
880	33.0	33
900	33.0	33
920	33.0	33
940	33.0	33
960	33.0	33
980	33.0	33
1000	33.0	33
1020	33.0	33
1040	33.0	33
1060	33.0	33
1080	33.0	33
1100	33.0	33
1120	33.0	33
1140	33.0	33
1160	33.0	33
1180	33.0	33
1200	33.0	33
1220	33.0	33
1240	33.0	33
1260	33.0	33
1280	33.0	33
1300	33.0	33
1320	33.0	33
1340	33.0	33
1360	33.0	33
1380	33.0	33
1400	33.0	33
1420	33.0	33
1440	33.0	33
1460	33.0	33
1480	33.0	33
1500	33.0	33
1520	33.0	33
1540	33.0	33
1560	33.0	33
1580	33.0	33
1600	33.0	33
1620	33.0	33
1640	33.0	33
1660	33.0	33
1680	33.0	33
1700	33.0	33
1720	33.0	33
1740	33.0	33
1760	33.0	33
1780	33.0	33
1800	33.0	33
1820	33.0	33
1840	33.0	33
1860	33.0	33
1880	33.0	33
1900	33.0	33
1920	33.0	33
1940	33.0	33
1960	33.0	33
1980	33.0	33
2000	33.0	33
2020	33.0	33
2040	33.0	33
2060	33.0	33
2080	33.0	33
Run 5
100	33.0	33
120	33.0	33
140	33.0	33
160	33.0	33
180	33.0	33
200	33.0	33
220	33.0	33
240	33.0	33
260	33.0	33
280	33.0	33
300	33.0	33
320	33.0	33
340	33.0	33
360	33.0	33
380	33.0	33
400	33.0	33
420	33.0	33
440	33.0	33
460	33.0	33
480	33.0	33
500	33.0	33
520	33.0	33
540	33.0	33
560	33.0	33
580	33.0	33
600	33.0	33
620	33.0	33
640	33.0	33
660	33.0	33
680	33.0	33
700	33.0	33
720	33.0	33
740	33.0	33
760	33.0	33
780	33.0	33
800	33.0	33
820	33.0	33
840	33.0	33
860	33.0	33
880	33.0	33
900	33.0	33
920	33.0	33
940	33.0	33
960	33.0	33
980	33.0	33
1000	33.0	33
1020	33.0	33
1040	33.0	33
1060	33.0	33
1080	33.0	33
1100	33.0	33
1120	33.0	33
1140	33.0	33
1160	33.0	33
1180	33.0	33
1200	33.0	33
1220	33.0	33
1240	33.0	33
1260	33.0	33
1280	33.0	33
1300	33.0	33
1320	33.0	33
1340	33.0	33
1360	33.0	33
1380	33.0	33
1400	33.0	33
1420	33.0	33
1440	33.0	33
1460	33.0	33
1480	33.0	33
1500	33.0	33
1520	33.0	33
1540	33.0	33
1560	33.0	33
1580	33.0	33
1600	33.0	33
1620	33.0	33
1640	33.0	33
1660	33.0	33
1680	33.0	33
1700	33.0	33
1720	33.0	33
1740	33.0	33
1760	33.0	33
1780	33.0	33
1800	33.0	33
1820	33.0	33
1840	33.0	33
1860	33.0	33
1880	33.0	33
1900	33.0	33
1920	33.0	33
1940	33.0	33
1960	33.0	33
1980	33.0	33
2000	33.0	33
2020	33.0	33
2040	33.0	33
2060	33.0	33
2080	33.0	33
Run 6
100	33.0	33
120	33.0	33
140	33.0	33
160	33.0	33
180	33.0	33
200	33.0	33
220	33.0	33
240	33.0	33
260	33.0	33
280	33.0	33
300	33.0	33
320	33.0	33
340	33.0	33
360	33.0	33
380	33.0	33
400	33.0	33
420	33.0	33
440	33.0	33
460	33.0	33
480	33.0	33
500	33.0	33
520	33.0	33
540	33.0	33
560	33.0	33
580	33.0	33
600	33.0	33
620	33.0	33
640	33.0	33
660	33.0	33
680	33.0	33
700	33.0	33
720	33.0	33
740	33.0	33
760	33.0	33
780	33.0	33
800	33.0	33
820	33.0	33
840	33.0	33
860	33.0	33
880	33.0	33
900	33.0	33
920	33.0	33
940	33.0	33
960	33.0	33
980	33.0	33
1000	33.0	33
1020	33.0	33
1040	33.0	33
1060	33.0	33
1080	33.0	33
1100	33.0	33
1120	33.0	33
1140	33.0	33
1160	33.0	33
1180	33.0	33
1200	33.0	33
1220	33.0	33
1240	33.0	33
1260	33.0	33
1280	33.0	33
1300	33.0	33
1320	33.0	33
1340	33.0	33
1360	33.0	33
1380	33.0	33
1400	33.0	33
1420	33.0	33
1440	33.0	33
1460	33.0	33
1480	33.0	33
1500	33.0	33
1520	33.0	33
1540	33.0	33
1560	33.0	33
1580	33.0	33
1600	33.0	33
1620	33.0	33
1640	33.0	33
1660	33.0	33
1680	33.0	33
1700	33.0	33
1720	33.0	33
1740	33.0	33
1760	33.0	33
1780	33.0	33
1800	33.0	33
1820	33.0	33
1840	33.0	33
1860	33.0	33
1880	33.0	33
1900	33.0	33
1920	33.0	33
1940	33.0	33
1960	33.0	33
1980	33.0	33
2000	33.0	33
2020	33.0	33
2040	33.0	33
2060	33.0	33
2080	33.0	33
Run 7
100	33.0	33
120	33.0	33
140	33.0	33
160	33.0	33
180	33.0	33
200	33.0	33
220	33.0	33
240	33.0	33
260	33.0	33
280	33.0	33
300	33.0	33
320	33.0	33
340	33.0	33
360	33.0	33
380	33.0	33
400	33.0	33
420	33.0	33
440	33.0	33
460	33.0	33
480	33.0	33
500	33.0	33
520	33.0	33
540	33.0	33
560	33.0	33
580	33.0	33
600	33.0	33
620	33.0	33
640	33.0	33
660	33.0	33
680	33.0	33
700	33.0	33
720	33.0	33
740	33.0	33
760	33.0	33
780	33.0	33
800	33.0	33
820	33.0	33
840	33.0	33
860	33.0	33
880	33.0	33
900	33.0	33
920	33.0	33
940	33.0	33
960	33.0	33
980	33.0	33
1000	33.0	33
1020	33.0	33
1040	33.0	33
1060	33.0	33
1080	33.0	33
1100	33.0	33
1120	33.0	33
1140	33.0	33
1160	33.0	33
1180	33.0	33
1200	33.0	33
1220	33.0	33
1240	33.0	33
1260	33.0	33
1280	33.0	33
1300	33.0	33
1320	33.0	33
1340	33.0	33
1360	33.0	33
1380	33.0	33
1400	33.0	33
1420	33.0	33
1440	33.0	33
1460	33.0	33
1480	33.0	33
1500	33.0	33
1520	33.0	33
1540	33.0	33
1560	33.0	33
1580	33.0	33
1600	33.0	33
1620	33.0	33
1640	33.0	33
1660	33.0	33
1680	33.0	33
1700	33.0	33
1720	33.0	33
1740	33.0	33
1760	33.0	33
1780	33.0	33
1800	33.0	33
1820	33.0	33
1840	33.0	33
1860	33.0	33
1880	33.0	33
1900	33.0	33
1920	33.0	33
1940	33.0	33
1960	33.0	33
1980	33.0	33
2000	33.0	33
2020	33.0	33
2040	33.0	33
2060	33.0	33
2080	33.0	33
Run 8
100	33.0	33
120	33.0	33
140	33.0	33
160	33.0	33
180	33.0	33
200	33.0	33
220	33.0	33
240	33.0	33
260	33.0	33
280	33.0	33
300	33.0	33
320	33.0	33
340	33.0	33
360	33.0	33
380	33.0	33
400	33.0	33
420	33.0	33
440	33.0	33
460	33.0	33
480	33.0	33
500	33.0	33
520	33.0	33
540	33.0	33
560	33.0	33
580	33.0	33
600	33.0	33
620	33.0	33
640	33.0	33
660	33.0	33
680	33.0	33
700	33.0	33
720	33.0	33
740	33.0	33
760	33.0	33
780	33.0	33
800	33.0	33
820	33.0	33
840	33.0	33
860	33.0	33
880	33.0	33
900	33.0	33
920	33.0	33
940	33.0	33
960	33.0	33
980	33.0	33
1000	33.0	33
1020	33.0	33
1040	33.0	33
1060	33.0	33
1080	33.0	33
1100	33.0	33
1120	33.0	33
1140	33.0	33
1160	33.0	33
1180	33.0	33
1200	33.0	33
1220	33.0	33
1240	33.0	33
1260	33.0	33
1280	33.0	33
1300	33.0	33
1320	33.0	33
1340	33.0	33
1360	33.0	33
1380	33.0	33
1400	33.0	33
1420	33.0	33
1440	33.0	33
1460	33.0	33
1480	33.0	33
1500	33.0	33
1520	33.0	33
1540	33.0	33
1560	33.0	33
1580	33.0	33
1600	33.0	33
1620	33.0	33
1640	33.0	33
1660	33.0	33
1680	33.0	33
1700	33.0	33
1720	33.0	33
1740	33.0	33
1760	33.0	33
1780	33.0	33
1800	33.0	33
1820	33.0	33
1840	33.0	33
1860	33.0	33
1880	33.0	33
1900	33.0	33
1920	33.0	33
1940	33.0	33
1960	33.0	33
1980	33.0	33
2000	33.0	33
2020	33.0	33
2040	33.0	33
2060	33.0	33
2080	33.0	33
Run 9
100	33.0	33
120	33.0	33
140	33.0	33
160	33.0	33
180	33.0	33
200	33.0	33
220	33.0	33
240	33.0	33
260	33.0	33
280	33.0	33
300	33.0	33
320	33.0	33
340	33.0	33
360	33.0	33
380	33.0	33
400	33.0	33
420	33.0	33
440	33.0	33
460	33.0	33
480	33.0	33
500	33.0	33
520	33.0	33
540	33.0	33
560	33.0	33
580	33.0	33
600	33.0	33
620	33.0	33
640	33.0	33
660	33.0	33
680	33.0	33
700	33.0	33
720	33.0	33
740	33.0	33
760	33.0	33
780	33.0	33
800	33.0	33
820	33.0	33
840	33.0	33
860	33.0	33
880	33.0	33
900	33.0	33
920	33.0	33
940	33.0	33
960	33.0	33
980	33.0	33
1000	33.0	33
1020	33.0	33
1040	33.0	33
1060	33.0	33
1080	33.0	33
1100	33.0	33
1120	33.0	33
1140	33.0	33
1160	33.0	33
1180	33.0	33
1200	33.0	33
1220	33.0	33
1240	33.0	33
1260	33.0	33
1280	33.0	33
1300	33.0	33
1320	33.0	33
1340	33.0	33
1360	33.0	33
1380	33.0	33
1400	33.0	33
1420	33.0	33
1440	33.0	33
1460	33.0	33
1480	33.0	33
1500	33.0	33
1520	33.0	33
1540	33.0	33
1560	33.0	33
1580	33.0	33
1600	33.0	33
1620	33.0	33
1640	33.0	33
1660	33.0	33
1680	33.0	33
1700	33.0	33
1720	33.0	33
1740	33.0	33
1760	33.0	33
1780	33.0	33
1800	33.0	33
1820	33.0	33
1840	33.0	33
1860	33.0	33
1880	33.0	33
1900	33.0	33
1920	33.0	33
1940	33.0	33
1960	33.0	33
1980	33.0	33
2000	33.0	33
2020	33.0	33
2040	33.0	33
2060	33.0	33
2080	33.0	33
Run 10
100	33.0	33
120	33.0	33
140	33.0	33
160	33.0	33
180	33.0	33
200	33.0	33
220	33.0	33
240	33.0	33
260	33.0	33
280	33.0	33
300	33.0	33
320	33.0	33
340	33.0	33
360	33.0	33
380	33.0	33
400	33.0	33
420	33.0	33
440	33.0	33
460	33.0	33
480	33.0	33
500	33.0	33
520	33.0	33
540	33.0	33
560	33.0	33
580	33.0	33
600	33.0	33
620	33.0	33
640	33.0	33
660	33.0	33
680	33.0	33
700	33.0	33
720	33.0	33
740	33.0	33
760	33.0	33
780	33.0	33
800	33.0	33
820	33.0	33
840	33.0	33
860	33.0	33
880	33.0	33
900	33.0	33
920	33.0	33
940	33.0	33
960	33.0	33
980	33.0	33
1000	33.0	33
1020	33.0	33
1040	33.0	33
1060	33.0	33
1080	33.0	33
1100	33.0	33
1120	33.0	33
1140	33.0	33
1160	33.0	33
1180	33.0	33
1200	33.0	33
1220	33.0	33
1240	33.0	33
1260	33.0	33
1280	33.0	33
1300	33.0	33
1320	33.0	33
1340	33.0	33
1360	33.0	33
1380	33.0	33
1400	33.0	33
1420	33.0	33
1440	33.0	33
1460	33.0	33
1480	33.0	33
1500	33.0	33
1520	33.0	33
1540	33.0	33
1560	33.0	33
1580	33.0	33
1600	33.0	33
1620	33.0	33
1640	33.0	33
1660	33.0	33
1680	33.0	33
1700	33.0	33
1720	33.0	33
1740	33.0	33
1760	33.0	33
1780	33.0	33
1800	33.0	33
1820	33.0	33
1840	33.0	33
1860	33.0	33
1880	33.0	33
1900	33.0	33
1920	33.0	33
1940	33.0	33
1960	33.0	33
1980	33.0	33
2000	33.0	33
2020	33.0	33
2040	33.0	33
2060	33.0	33
2080	33.0	33
Run 11
100	33.0	33
120	33.0	33
140	33.0	33
160	33.0	33
180	33.0	33
200	33.0	33
220	33.0	33
240	33.0	33
260	33.0	33
280	33.0	33
300	33.0	33
320	33.0	33
340	33.0	33
360	33.0	33
380	33.0	33
400	33.0	33
420	33.0	33
440	33.0	33
460	33.0	33
480	33.0	33
500	33.0	33
520	33.0	33
540	33.0	33
560	33.0	33
580	33.0	33
600	33.0	33
620	33.0	33
640	33.0	33
660	33.0	33
680	33.0	33
700	33.0	33
720	33.0	33
740	33.0	33
760	33.0	33
780	33.0	33
800	33.0	33
820	33.0	33
840	33.0	33
860	33.0	33
880	33.0	33
900	33.0	33
920	33.0	33
940	33.0	33
960	33.0	33
980	33.0	33
1000	33.0	33
1020	33.0	33
1040	33.0	33
1060	33.0	33
1080	33.0	33
1100	33.0	33
1120	33.0	33
1140	33.0	33
1160	33.0	33
1180	33.0	33
1200	33.0	33
1220	33.0	33
1240	33.0	33
1260	33.0	33
1280	33.0	33
1300	33.0	33
1320	33.0	33
1340	33.0	33
1360	33.0	33
1380	33.0	33
1400	33.0	33
1420	33.0	33
1440	33.0	33
1460	33.0	33
1480	33.0	33
1500	33.0	33
1520	33.0	33
1540	33.0	33
1560	33.0	33
1580	33.0	33
1600	33.0	33
1620	33.0	33
1640	33.0	33
1660	33.0	33
1680	33.0	33
1700	33.0	33
1720	33.0	33
1740	33.0	33
1760	33.0	33
1780	33.0	33
1800	33.0	33
1820	33.0	33
1840	33.0	33
1860	33.0	33
1880	33.0	33
1900	33.0	33
1920	33.0	33
1940	33.0	33
1960	33.0	33
1980	33.0	33
2000	33.0	33
2020	33.0	33
2040	33.0	33
2060	33.0	33
2080	33.0	33
Run 12
100	33.0	33
120	33.0	33
140	33.0	33
160	33.0	33
180	33.0	33
200	33.0	33
220	33.0	33
240	33.0	33
260	33.0	33
280	33.0	33
300	33.0	33
320	33.0	33
340	33.0	33
360	33.0	33
380	33.0	33
400	33.0	33
420	33.0	33
440	33.0	33
460	33.0	33
480	33.0	33
500	33.0	33
520	33.0	33
540	33.0	33
560	33.0	33
580	33.0	33
600	33.0	33
620	33.0	33
640	33.0	33
660	33.0	33
680	33.0	33
700	33.0	33
720	33.0	33
740	33.0	33
760	33.0	33
780	33.0	33
800	33.0	33
820	33.0	33
840	33.0	33
860	33.0	33
880	33.0	33
900	33.0	33
920	33.0	33
940	33.0	33
960	33.0	33
980	33.0	33
1000	33.0	33
1020	33.0	33
1040	33.0	33
1060	33.0	33
1080	33.0	33
1100	33.0	33
1120	33.0	33
1140	33.0	33
1160	33.0	33
1180	33.0	33
1200	33.0	33
1220	33.0	33
1240	33.0	33
1260	33.0	33
1280	33.0	33
1300	33.0	33
1320	33.0	33
1340	33.0	33
1360	33.0	33
1380	33.0	33
1400	33.0	33
1420	33.0	33
1440	33.0	33
1460	33.0	33
1480	33.0	33
1500	33.0	33
1520	33.0	33
1540	33.0	33
1560	33.0	33
1580	33.0	33
1600	33.0	33
1620	33.0	33
1640	33.0	33
1660	33.0	33
1680	33.0	33
1700	33.0	33
1720	33.0	33
1740	33.0	33
1760	33.0	33
1780	33.0	33
1800	33.0	33
1820	33.0	33
1840	33.0	33
1860	33.0	33
1880	33.0	33
1900	33.0	33
1920	33.0	33
1940	33.0	33
1960	33.0	33
1980	33.0	33
2000	33.0	33
2020	33.0	33
2040	33.0	33
2060	33.0	33
2080	33.0	33
Run 13
100	33.0	33
120	33.0	33
140	33.0	33
160	33.0	33
180	33.0	33
200	33.0	33
220	33.0	33
240	33.0	33
260	33.0	33
280	33.0	33
300	33.0	33
320	33.0	33
340	33.0	33
360	33.0	33
380	33.0	33
400	33.0	33
420	33.0	33
440	33.0	33
460	33.0	33
480	33.0	33
500	33.0	33
520	33.0	33
540	33.0	33
560	33.0	33
580	33.0	33
600	33.0	33
620	33.0	33
640	33.0	33
660	33.0	33
680	33.0	33
700	33.0	33
720	33.0	33
740	33.0	33
760	33.0	33
780	33.0	33
800	33.0	33
820	33.0	33
840	33.0	33
860	33.0	33
880	33.0	33
900	33.0	33
920	33.0	33
940	33.0	33
960	33.0	33
980	33.0	33
1000	33.0	33
1020	33.0	33
1040	33.0	33
1060	33.0	33
1080	33.0	33
1100	33.0	33
1120	33.0	33
1140	33.0	33
1160	33.0	33
1180	33.0	33
1200	33.0	33
1220	33.0	33
1240	33.0	33
1260	33.0	33
1280	33.0	33
1300	33.0	33
1320	33.0	33
1340	33.0	33
1360	33.0	33
1380	33.0	33
1400	33.0	33
1420	33.0	33
1440	33.0	33
1460	33.0	33
1480	33.0	33
1500	33.0	33
1520	33.0	33
1540	33.0	33
1560	33.0	33
1580	33.0	33
1600	33.0	33
1620	33.0	33
1640	33.0	33
1660	33.0	33
1680	33.0	33
1700	33.0	33
1720	33.0	33
1740	33.0	33
1760	33.0	33
1780	33.0	33
1800	33.0	33
1820	33.0	33
1840	33.0	33
1860	33.0	33
1880	33.0	33
1900	33.0	33
1920	33.0	33
1940	33.0	33
1960	33.0	33
1980	33.0	33
2000	33.0	33
2020	33.0	33
2040	33.0	33
2060	33.0	33
2080	33.0	33
Run 14
100	33.0	33
120	33.0	33
140	33.0	33
160	33.0	33
180	33.0	33
200	33.0	33
220	33.0	33
240	33.0	33
260	33.0	33
280	33.0	33
300	33.0	33
320	33.0	33
340	33.0	33
360	33.0	33
380	33.0	33
400	33.0	33
420	33.0	33
440	33.0	33
460	33.0	33
480	33.0	33
500	33.0	33
520	33.0	33
540	33.0	33
560	33.0	33
580	33.0	33
600	33.0	33
620	33.0	33
640	33.0	33
660	33.0	33
680	33.0	33
700	33.0	33
720	33.0	33
740	33.0	33
760	33.0	33
780	33.0	33
800	33.0	33
820	33.0	33
840	33.0	33
860	33.0	33
880	33.0	33
900	33.0	33
920	33.0	33
940	33.0	33
960	33.0	33
980	33.0	33
1000	33.0	33
1020	33.0	33
1040	33.0	33
1060	33.0	33
1080	33.0	33
1100	33.0	33
1120	33.0	33
1140	33.0	33
1160	33.0	33
1180	33.0	33
1200	33.0	33
1220	33.0	33
1240	33.0	33
1260	33.0	33
1280	33.0	33
1300	33.0	33
1320	33.0	33
1340	33.0	33
1360	33.0	33
1380	33.0	33
1400	33.0	33
1420	33.0	33
1440	33.0	33
1460	33.0	33
1480	33.0	33
1500	33.0	33
1520	33.0	33
1540	33.0	33
1560	33.0	33
1580	33.0	33
1600	33.0	33
1620	33.0	33
1640	33.0	33
1660	33.0	33
1680	33.0	33
1700	33.0	33
1720	33.0	33
1740	33.0	33
1760	33.0	33
1780	33.0	33
1800	33.0	33
1820	33.0	33
1840	33.0	33
1860	33.0	33
1880	33.0	33
1900	33.0	33
1920	33.0	33
1940	33.0	33
1960	33.0	33
1980	33.0	33
2000	33.0	33
2020	33.0	33
2040	33.0	33
2060	33.0	33
2080	33.0	33
Run 15
100	33.0	33
120	33.0	33
140	33.0	33
160	33.0	33
180	33.0	33
200	33.0	33
220	33.0	33
240	33.0	33
260	33.0	33
280	33.0	33
300	33.0	33
320	33.0	33
340	33.0	33
360	33.0	33
380	33.0	33
400	33.0	33
420	33.0	33
440	33.0	33
460	33.0	33
480	33.0	33
500	33.0	33
520	33.0	33
540	33.0	33
560	33.0	33
580	33.0	33
600	33.0	33
620	33.0	33
640	33.0	33
660	33.0	33
680	33.0	33
700	33.0	33
720	33.0	33
740	33.0	33
760	33.0	33
780	33.0	33
800	33.0	33
820	33.0	33
840	33.0	33
860	33.0	33
880	33.0	33
900	33.0	33
920	33.0	33
940	33.0	33
960	33.0	33
980	33.0	33
1000	33.0	33
1020	33.0	33
1040	33.0	33
1060	33.0	33
1080	33.0	33
1100	33.0	33
1120	33.0	33
1140	33.0	33
1160	33.0	33
1180	33.0	33
1200	33.0	33
1220	33.0	33
1240	33.0	33
1260	33.0	33
1280	33.0	33
1300	33.0	33
1320	33.0	33
1340	33.0	33
1360	33.0	33
1380	33.0	33
1400	33.0	33
1420	33.0	33
1440	33.0	33
1460	33.0	33
1480	33.0	33
1500	33.0	33
1520	33.0	33
1540	33.0	33
1560	33.0	33
1580	33.0	33
1600	33.0	33
1620	33.0	33
1640	33.0	33
1660	33.0	33
1680	33.0	33
1700	33.0	33
1720	33.0	33
1740	33.0	33
1760	33.0	33
1780	33.0	33
1800	33.0	33
1820	33.0	33
1840	33.0	33
1860	33.0	33
1880	33.0	33
1900	33.0	33
1920	33.0	33
1940	33.0	33
1960	33.0	33
1980	33.0	33
2000	33.0	33
2020	33.0	33
2040	33.0	33
2060	33.0	33
2080	33.0	33
Run 16
100	33.0	33
120	33.0	33
140	33.0	33
160	33.0	33
180	33.0	33
200	33.0	33
220	33.0	33
240	33.0	33
260	33.0	33
280	33.0	33
300	33.0	33
320	33.0	33
340	33.0	33
360	33.0	33
380	33.0	33
400	33.0	33
420	33.0	33
440	33.0	33
460	33.0	33
480	33.0	33
500	33.0	33
520	33.0	33
540	33.0	33
560	33.0	33
580	33.0	33
600	33.0	33
620	33.0	33
